"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID  (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40897","FBgn0015577","alpha-Est9","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est9)    DRscDB Data: (alpha-Est9)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40896","FBgn0015569","alpha-Est10","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est10)    DRscDB Data: (alpha-Est10)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40906","FBgn0015572","alpha-Est4","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est4)    DRscDB Data: (alpha-Est4)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","42773","FBgn0039084","CG10175","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (CG10175)    DRscDB Data: (CG10175)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40381","FBgn0037090","Est-Q","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (Est-Q)    DRscDB Data: (Est-Q)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","39873","FBgn0004108","Nrt","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (Nrt)    DRscDB Data: (Nrt)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","41625","FBgn0000024","Ace","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (Ace)    DRscDB Data: (Ace)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","36616","FBgn0033943","CG12869","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (CG12869)    DRscDB Data: (CG12869)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","31352","FBgn0029690","CG6414","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (CG6414)    DRscDB Data: (CG6414)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","117300","FBgn0000326","clt","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (clt)    DRscDB Data: (clt)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","33313","FBgn0031327","CG5397","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (CG5397)    DRscDB Data: (CG5397)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40907","FBgn0015571","alpha-Est3","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (alpha-Est3)    DRscDB Data: (alpha-Est3)"
"127","Nuak1","77976","1925226","Nuak1","Fly","41256","FBgn0262617","Nuak1","","6","5.71","high","Yes","Yes","Compara, eggNOG, Isobase, OrthoInspector, orthoMCL, RoundUp","","Add","G2F details (Nuak1)    DRscDB Data: (Nuak1)"
"128","Ophn1","94190","2151070","Ophn1","Fly","32522","FBgn0030685","Graf","","8","7.71","moderate","Yes","No","Compara, eggNOG, Hieranoid, OrthoDB, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (Graf)    DRscDB Data: (Graf)"
"129","Otud7a","170711","2158505","Otud7a","Fly","41179","FBgn0037734","trbd","","2","1.91","moderate","Yes","No","eggNOG, OrthoDB","","Add","G2F details (trbd)    DRscDB Data: (trbd)"
"130","Oxtr","18430","109147","Oxtr","Fly","2768688","FBgn0039396","CCAP-R","","3","2.96","moderate","Yes","No","Compara, Hieranoid, RoundUp","","Add","G2F details (CCAP-R)    DRscDB Data: (CCAP-R)"
"131","Pak2","224105","1339984","Pak2","Fly","44039","FBgn0267698","Pak","","12","11.79","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Pak)    DRscDB Data: (Pak)"
"131","Pak2","224105","1339984","Pak2","Fly","41995","FBgn0044826","Pak3","","5","4.91","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther","","Add","G2F details (Pak3)    DRscDB Data: (Pak3)"
"131","Pak2","224105","1339984","Pak2","Fly","32631","FBgn0025743","mbt","","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder","","Add","G2F details (mbt)    DRscDB Data: (mbt)"
"132","Prickle1","106042","1916034","Prickle1","Fly","53557","FBgn0263934","esn","","11","10.86","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (esn)    DRscDB Data: (esn)"
"132","Prickle1","106042","1916034","Prickle1","Fly","45343","FBgn0003090","pk","","11","10.86","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (pk)    DRscDB Data: (pk)"
"132","Prickle1","106042","1916034","Prickle1","Fly","36965","FBgn0034223","Tes","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Tes)    DRscDB Data: (Tes)"
"133","Prickle2","243548","1925144","Prickle2","Fly","53557","FBgn0263934","esn","","11","10.78","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (esn)    DRscDB Data: (esn)"
"133","Prickle2","243548","1925144","Prickle2","Fly","45343","FBgn0003090","pk","","11","10.78","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (pk)    DRscDB Data: (pk)"
"134","Prkcb","18751","97596","Prkcb","Fly","48311","FBgn0003091","Pkc53E","","13","12.8","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Pkc53E)    DRscDB Data: (Pkc53E)"
"134","Prkcb","18751","97596","Prkcb","Fly","36897","FBgn0004784","inaC","","8","7.71","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (inaC)    DRscDB Data: (inaC)"
"134","Prkcb","18751","97596","Prkcb","Fly","32191","FBgn0259680","Pkcdelta","","4","3.97","moderate","No","No","Compara, OrthoDB, OrthoFinder, RoundUp","","Add","G2F details (Pkcdelta)    DRscDB Data: (Pkcdelta)"
"134","Prkcb","18751","97596","Prkcb","Fly","43428","FBgn0003093","Pkc98E","","2","2.03","low","No","No","OrthoFinder, RoundUp","","Add","G2F details (Pkc98E)    DRscDB Data: (Pkc98E)"
"134","Prkcb","18751","97596","Prkcb","Fly","41957","FBgn0010379","Akt1","","2","2.01","low","No","No","OrthoDB, OrthoFinder","","Add","G2F details (Akt1)    DRscDB Data: (Akt1)"
"134","Prkcb","18751","97596","Prkcb","Fly","47594","FBgn0261854","aPKC","","2","2.01","low","No","No","OrthoDB, OrthoFinder","","Add","G2F details (aPKC)    DRscDB Data: (aPKC)"
"135","Rbfox1","268859","1926224","Rbfox1","Fly","39198","FBgn0052062","Rbfox1","","9","8.87","high","Yes","Yes","Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (Rbfox1)    DRscDB Data: (Rbfox1)"
"136","Sema5a","20356","107556","Sema5a","Fly","37066","FBgn0284221","Sema5c","","13","12.82","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Sema5c)    DRscDB Data: (Sema5c)"
"136","Sema5a","20356","107556","Sema5a","Fly","36846","FBgn0011260","Sema2a","","3","2.86","low","No","No","Compara, eggNOG, RoundUp","","Add","G2F details (Sema2a)    DRscDB Data: (Sema2a)"
"136","Sema5a","20356","107556","Sema5a","Fly","246538","FBgn0264273","Sema2b","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Sema2b)    DRscDB Data: (Sema2b)"
"136","Sema5a","20356","107556","Sema5a","Fly","34192","FBgn0011259","Sema1a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Sema1a)    DRscDB Data: (Sema1a)"
"137","Shank1","243961","3613677","Shank1","Fly","50225","FBgn0040752","Prosap","","10","9.87","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (Prosap)    DRscDB Data: (Prosap)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","36849","FBgn0034136","DAT","","10","9.85","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam","","Add","G2F details (DAT)    DRscDB Data: (DAT)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","37895","FBgn0010414","SerT","","5","4.74","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL","","Add","G2F details (SerT)    DRscDB Data: (SerT)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34048","FBgn0031936","CG13794","","3","2.78","moderate","No","Yes","Compara, eggNOG, Isobase","","Add","G2F details (CG13794)    DRscDB Data: (CG13794)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","319016","FBgn0260479","CG31904","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (CG31904)    DRscDB Data: (CG31904)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","36006","FBgn0033443","CG1698","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG1698)    DRscDB Data: (CG1698)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34863","FBgn0028886","CG15279","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG15279)    DRscDB Data: (CG15279)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","33659","FBgn0011603","ine","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (ine)    DRscDB Data: (ine)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","43805","FBgn0039915","Gat","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Gat)    DRscDB Data: (Gat)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","36331","FBgn0033708","CG8850","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG8850)    DRscDB Data: (CG8850)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","39056","FBgn0035969","CG4476","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG4476)    DRscDB Data: (CG4476)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","31457","FBgn0029762","NAAT1","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (NAAT1)    DRscDB Data: (NAAT1)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","37157","FBgn0034381","List","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (List)    DRscDB Data: (List)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34051","FBgn0031939","CG13796","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG13796)    DRscDB Data: (CG13796)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","37772","FBgn0034911","GlyT","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (GlyT)    DRscDB Data: (GlyT)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34047","FBgn0031935","CG13793","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG13793)    DRscDB Data: (CG13793)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34046","FBgn0267326","Ntl","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ntl)    DRscDB Data: (Ntl)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","37129","FBgn0262476","CG43066","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG43066)    DRscDB Data: (CG43066)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","2768941","FBgn0053296","CG33296","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG33296)    DRscDB Data: (CG33296)"
"138","Slc6a3","13162","94862","Slc6a3","Fly","34049","FBgn0031937","CG13795","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG13795)    DRscDB Data: (CG13795)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","34624","FBgn0028425","JhI-21","","9","8.86","high","Yes","Yes","eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp","","Add","G2F details (JhI-21)    DRscDB Data: (JhI-21)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","43707","FBgn0039844","CG1607","","9","8.88","moderate","Yes","No","Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (CG1607)    DRscDB Data: (CG1607)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","39625","FBgn0002778","mnd","","7","6.87","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp","","Add","G2F details (mnd)    DRscDB Data: (mnd)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","43265","FBgn0039487","gb","","5","4.91","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther","","Add","G2F details (gb)    DRscDB Data: (gb)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","32397","FBgn0030574","sbm","","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp","","Add","G2F details (sbm)    DRscDB Data: (sbm)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","32986","FBgn0031064","CG12531","","2","1.93","low","No","No","eggNOG, RoundUp","","Add","G2F details (CG12531)    DRscDB Data: (CG12531)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","39662","FBgn0036493","CG7255","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG7255)    DRscDB Data: (CG7255)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","40510","FBgn0037203","slif","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (slif)    DRscDB Data: (slif)"
"139","Slc7a5","20539","1298205","Slc7a5","Fly","39990","FBgn0036764","CG5535","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (CG5535)    DRscDB Data: (CG5535)"
"140","Slitrk5","75409","2679448","Slitrk5","Fly","34582","FBgn0015400","kek2","","2","1.96","high","Yes","Yes","Inparanoid, Phylome","","Add","G2F details (kek2)    DRscDB Data: (kek2)"
"140","Slitrk5","75409","2679448","Slitrk5","Fly","34718","FBgn0032484","kek4","","2","1.84","moderate","Yes","No","Compara, Phylome","","Add","G2F details (kek4)    DRscDB Data: (kek4)"
"141","St8sia2","20450","106020","St8sia2","Fly","37950","FBgn0035050","SiaT","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (SiaT)    DRscDB Data: (SiaT)"
"142","Taok2","381921","1915919","Taok2","Fly","32948","FBgn0031030","Tao","","9","8.83","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (Tao)    DRscDB Data: (Tao)"
"143","Trpc6","22068","109523","Trpc6","Fly","34991","FBgn0032593","Trpgamma","","4","3.86","moderate","Yes","No","eggNOG, Hieranoid, OrthoFinder, TreeFam","","Add","G2F details (Trpgamma)    DRscDB Data: (Trpgamma)"
"143","Trpc6","22068","109523","Trpc6","Fly","36003","FBgn0005614","trpl","","4","3.86","moderate","Yes","No","eggNOG, Hieranoid, OrthoFinder, TreeFam","","Add","G2F details (trpl)    DRscDB Data: (trpl)"
"143","Trpc6","22068","109523","Trpc6","Fly","43542","FBgn0003861","trp","","4","3.86","moderate","Yes","No","eggNOG, Hieranoid, OrthoFinder, TreeFam","","Add","G2F details (trp)    DRscDB Data: (trp)"
"144","Kdm5a","214899","2136980","Kdm5a","Fly","33837","FBgn0031759","lid","","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (lid)    DRscDB Data: (lid)"
"144","Kdm5a","214899","2136980","Kdm5a","Fly","39103","FBgn0036004","Jarid2","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (Jarid2)    DRscDB Data: (Jarid2)"
